stid,scid,group,gender,ethnicity,LEP,Spe.ed,year,scale,sp,stand
940622,Carmichael,T,Female,Afamerican,None,No,2,text,no,Notapproach
940701,Goodman,T,Male,Hispanic,None,No,0,1405,no,Approaches
940701,Goodman,T,Male,Hispanic,None,No,1,text,no,Approaches
940749,Goodman,T,Male,Hispanic,secondyear,No,0,1454,no,Approaches
940749,Goodman,T,Male,Hispanic,secondyear,No,1,141700%,no,Notapproach
940922,OrangeGrove,C,Female,Hispanic,None,No,0,1472,no,Approaches
940922,OrangeGrove,C,Female,Hispanic,None,No,1,text,no,Meets
940922,OrangeGrove,C,Female,Hispanic,None,No,2,text,no,Approaches
940960,Carroll,T,Male,Hispanic,LEP,No,0,1454,no,Approaches
940960,Carroll,T,Male,Hispanic,LEP,No,1,text,no,Masters
940960,Carroll,T,Male,Hispanic,LEP,No,2,text,no,Meets
941029,Harris,C,Female,Afamerican,None,Yes,1,text,no,Notapproach
941029,Harris,C,Female,Afamerican,None,Yes,2,text,no,Notapproach
941042,Carmichael,T,Female,Hispanic,secondyear,No,0,1390,no,Approaches
941042,Carmichael,T,Female,Hispanic,secondyear,No,1,160100%,no,Meets
941042,Carmichael,T,Female,Hispanic,secondyear,No,2,text,no,Approaches
941045,Black,T,Female,Afamerican,None,No,0,1421,no,Approaches
941045,Black,T,Female,Afamerican,None,No,1,154900%,no,Approaches
941045,Black,T,Female,Afamerican,None,No,2,text,no,Approaches
941108,Goodman,T,Female,Hispanic,None,No,0,1282,no,Notapproach
941151,Harris,C,Male,Afamerican,None,No,0,1421,no,Approaches
941151,Harris,C,Male,Afamerican,None,No,2,text,no,Approaches
941298,Bussey,C,Female,Hispanic,LEP,No,0,1472,no,Approaches
941298,Carroll,T,Female,Hispanic,LEP,No,1,text,no,Approaches
941298,Carroll,T,Female,Hispanic,LEP,No,2,text,no,Approaches
941371,OrangeGrove,C,Male,Hispanic,None,No,0,1405,no,Approaches
941371,OrangeGrove,C,Male,Hispanic,None,No,1,text,no,Approaches
941371,OrangeGrove,C,Male,Hispanic,None,No,2,text,no,Meets
941421,Harris,C,Female,Hispanic,firstyear,No,0,1625,no,Masters
941421,Harris,C,Female,Hispanic,firstyear,No,1,178200%,no,Masters
941421,Harris,C,Female,Hispanic,firstyear,No,2,text,no,Masters
941485,Carmichael,T,Male,Hispanic,LEP,No,0,1265,no,Notapproach
941485,Carmichael,T,Male,Hispanic,LEP,No,1,text,no,Approaches
941485,Carmichael,T,Male,Hispanic,LEP,No,2,text,no,Approaches
941504,Johnson,C,Male,Hispanic,secondyear,No,2,text,no,Meets
941708,Goodman,T,Female,Afamerican,None,No,0,1265,no,Notapproach
941708,Goodman,T,Female,Afamerican,None,No,1,text,no,Notapproach
942114,Black,T,Female,Afamerican,None,No,0,1472,no,Approaches
942114,Black,T,Female,Afamerican,None,No,1,156500%,no,Approaches
942114,Black,T,Female,Afamerican,None,No,2,text,no,Notapproach
942192,Johnson,C,Female,Hispanic,None,No,1,text,no,Masters
942384,Harris,C,Female,Hispanic,LEP,No,0,1298,no,Notapproach
942523,Harris,C,Male,Afamerican,None,No,0,1375,no,Approaches
942553,Harris,C,Male,Afamerican,None,No,0,1405,no,Approaches
942553,Harris,C,Male,Afamerican,None,No,1,text,no,Approaches
942553,Harris,C,Male,Afamerican,None,No,2,text,no,Approaches
942557,Carmichael,T,Female,Hispanic,LEP,No,0,1208,no,Notapproach
942557,Carmichael,T,Female,Hispanic,LEP,No,1,text,no,Notapproach
942557,Carmichael,T,Female,Hispanic,LEP,No,2,text,no,Notapproach
942722,Goodman,T,Female,Hispanic,None,No,0,1298,no,Notapproach
942722,Goodman,T,Female,Hispanic,None,No,1,143100%,no,Notapproach
942805,Carroll,T,Male,Hispanic,None,No,0,1330,no,Notapproach
942805,Carroll,T,Male,Hispanic,None,No,1,text,no,Notapproach
942805,Carroll,T,Male,Hispanic,None,No,2,text,no,Approaches
942851,Johnson,C,Male,Hispanic,LEP,No,0,1185,no,Notapproach
942851,Johnson,C,Male,Hispanic,LEP,No,2,text,no,Notapproach
942889,Johnson,C,Male,Hispanic,None,No,0,1330,no,Notapproach
942929,Johnson,C,Male,Hispanic,None,No,0,1345,no,Notapproach
943029,Carmichael,T,Female,Hispanic,LEP,No,0,1360,no,Approaches
943029,Carmichael,T,Female,Hispanic,LEP,No,1,text,no,Approaches
943029,Carmichael,T,Female,Hispanic,LEP,No,2,text,no,Approaches
943097,Carroll,T,Male,Hispanic,firstyear,No,0,1559,no,Meets
943097,Carroll,T,Male,Hispanic,firstyear,No,1,text,no,Meets
943131,Johnson,C,Female,White,None,No,2,text,no,Approaches
943203,Black,T,Female,Hispanic,None,No,0,1405,no,Approaches
943203,Black,T,Female,Hispanic,None,No,1,143100%,no,Notapproach
943203,Black,T,Female,Hispanic,None,No,2,text,no,Notapproach
943319,Carmichael,T,Male,Hispanic,LEP,No,0,1454,no,Approaches
943319,Carmichael,T,Male,Hispanic,LEP,No,1,text,no,Approaches
943319,Carmichael,T,Male,Hispanic,LEP,No,2,text,no,Approaches
943366,Carroll,T,Female,Hispanic,firstyear,No,0,1596,no,Masters
943388,Johnson,C,Female,Hispanic,LEP,No,1,text,no,Meets
943583,Goodman,T,Female,Afamerican,None,No,0,1228,no,Notapproach
943583,Goodman,T,Female,Afamerican,None,No,1,text,no,Approaches
943623,OrangeGrove,C,Male,Afamerican,None,No,2,text,no,Approaches
943677,OrangeGrove,C,Male,Hispanic,secondyear,No,0,1454,no,Approaches
943677,OrangeGrove,C,Male,Hispanic,secondyear,No,1,151800%,no,Approaches
943677,OrangeGrove,C,Male,Hispanic,secondyear,No,2,text,no,Approaches
943724,Goodman,T,Male,Hispanic,LEP,No,2,text,no,Approaches
943883,Harris,C,Male,Hispanic,LEP,No,0,1330,no,Notapproach
943921,Carmichael,T,Female,Hispanic,None,No,0,1486,no,Meets
944040,Harris,C,Male,Hispanic,firstyear,No,0,1472,no,Approaches
944040,Harris,C,Male,Hispanic,firstyear,No,1,text,no,Meets
944040,Harris,C,Male,Hispanic,firstyear,No,2,text,no,Masters
944053,Bussey,C,Female,Hispanic,LEP,No,0,1360,no,Approaches
944149,Black,T,Male,Hispanic,LEP,No,0,1437,no,Approaches
944149,Bussey,C,Male,Hispanic,LEP,No,0,1437,no,Approaches
944149,Black,T,Male,Hispanic,LEP,No,2,text,no,Approaches
944152,Harris,C,Female,Hispanic,LEP,No,0,1486,no,Meets
944152,Harris,C,Female,Hispanic,LEP,No,1,text,no,Approaches
944152,Harris,C,Female,Hispanic,LEP,No,2,text,no,Masters
944161,Black,T,Female,Hispanic,LEP,No,1,text,no,Meets
944161,Black,T,Female,Hispanic,LEP,No,2,text,no,Masters
944206,Harris,C,Male,Hispanic,firstyear,No,0,1625,no,Masters
944206,Harris,C,Male,Hispanic,firstyear,No,1,178200%,no,Masters
944206,Harris,C,Male,Hispanic,firstyear,No,2,text,no,Masters
944256,Carroll,T,Female,Hispanic,secondyear,No,0,1421,no,Approaches
944256,Carroll,T,Female,Hispanic,secondyear,No,1,text,no,Approaches
944317,OrangeGrove,C,Male,Hispanic,LEP,No,0,1314,no,Notapproach
944330,OrangeGrove,C,Male,Hispanic,None,No,0,1437,no,Approaches
944355,Carroll,T,Male,Hispanic,secondyear,No,0,1889,no,Masters
944355,Carroll,T,Male,Hispanic,secondyear,No,1,199500%,no,Masters
944434,OrangeGrove,C,Female,Hispanic,LEP,No,0,1472,no,Approaches
944434,OrangeGrove,C,Female,Hispanic,LEP,No,1,text,no,Meets
944434,OrangeGrove,C,Female,Hispanic,LEP,No,2,text,no,Approaches
944496,Black,T,Male,Hispanic,secondyear,No,0,1390,no,Approaches
944496,Black,T,Male,Hispanic,secondyear,No,1,148800%,no,Approaches
944496,Black,T,Male,Hispanic,secondyear,No,2,text,no,Notapproach
944670,Johnson,C,Male,Hispanic,LEP,No,0,1437,no,Approaches
944670,Johnson,C,Male,Hispanic,LEP,No,1,text,no,Approaches
944687,Goodman,T,Female,Hispanic,secondyear,No,0,1533,no,Meets
944687,Goodman,T,Female,Hispanic,secondyear,No,1,173300%,no,Masters
944687,Goodman,T,Female,Hispanic,secondyear,No,2,text,no,Masters
944769,Black,T,Male,Hispanic,LEP,No,1,141700%,no,Notapproach
944769,Black,T,Male,Hispanic,LEP,No,2,text,no,Notapproach
944921,Carroll,T,Male,Hispanic,None,No,0,1889,no,Masters
944921,Carroll,T,Male,Hispanic,None,No,1,text,no,Masters
945007,Harris,C,Male,Afamerican,None,No,0,1625,no,Masters
945007,Harris,C,Male,Afamerican,None,No,1,text,no,Masters
945181,Carroll,T,Male,Hispanic,LEP,No,0,1345,no,Notapproach
945181,Carroll,T,Male,Hispanic,LEP,No,1,text,no,Approaches
945181,Carroll,T,Male,Hispanic,LEP,No,2,text,no,Approaches
945188,Carroll,T,Male,Hispanic,None,No,0,1330,no,Notapproach
945349,Goodman,T,Male,Hispanic,LEP,No,2,text,no,Masters
945503,Carroll,T,Female,White,None,No,0,1675,no,Masters
945503,Carroll,T,Female,White,None,No,1,text,no,Masters
945503,Carroll,T,Female,White,None,No,2,text,no,Masters
945603,Carroll,T,Male,Hispanic,LEP,No,0,1472,no,Approaches
945603,Carroll,T,Male,Hispanic,LEP,No,1,text,no,Meets
945609,Carroll,T,Male,Hispanic,LEP,No,0,1360,no,Approaches
945887,Carroll,T,Female,Hispanic,LEP,No,0,1129,no,Notapproach
946241,Carroll,T,Female,Hispanic,None,No,0,1472,no,Approaches
946241,Carroll,T,Female,Hispanic,None,No,1,text,no,Meets
946273,Carroll,T,Male,Hispanic,LEP,No,0,1421,no,Approaches
946273,Carroll,T,Male,Hispanic,LEP,No,1,158900%,no,Meets
946273,Carroll,T,Male,Hispanic,LEP,No,2,text,no,Masters
946382,OrangeGrove,C,Male,Hispanic,None,No,0,1405,no,Approaches
946382,OrangeGrove,C,Male,Hispanic,None,No,1,137100%,no,Notapproach
946382,OrangeGrove,C,Male,Hispanic,None,No,2,text,no,Approaches
947398,Carroll,T,Female,Afamerican,None,No,0,1511,no,Meets
947398,Carroll,T,Female,Afamerican,None,No,1,169700%,no,Masters
947398,Carroll,T,Female,Afamerican,None,No,2,text,no,Meets
947503,OrangeGrove,C,Male,Hispanic,secondyear,No,0,1511,no,Meets
947503,OrangeGrove,C,Male,Hispanic,secondyear,No,1,text,no,Meets
947673,Johnson,C,Male,Hispanic,None,No,2,text,no,Approaches
947717,OrangeGrove,C,Female,Hispanic,secondyear,No,0,1282,no,Notapproach
947717,OrangeGrove,C,Female,Hispanic,secondyear,No,1,151800%,no,Approaches
947717,OrangeGrove,C,Female,Hispanic,secondyear,No,2,text,no,Approaches
948098,OrangeGrove,C,Female,Hispanic,firstyear,No,0,1559,no,Meets
948243,OrangeGrove,C,Female,Hispanic,None,No,0,1390,no,Approaches
948243,OrangeGrove,C,Female,Hispanic,None,No,1,text,no,Approaches
948243,OrangeGrove,C,Female,Hispanic,None,No,2,text,no,Meets
948266,OrangeGrove,C,Female,Hispanic,LEP,No,1,text,no,Approaches
948266,OrangeGrove,C,Female,Hispanic,LEP,No,2,text,no,Approaches
948310,Carroll,T,Male,Hispanic,None,No,0,1472,no,Approaches
948336,OrangeGrove,C,Female,Hispanic,None,No,0,1247,no,Notapproach
948342,OrangeGrove,C,Female,Hispanic,None,No,0,1437,no,Approaches
948342,OrangeGrove,C,Female,Hispanic,None,No,1,147400%,no,Approaches
948342,OrangeGrove,C,Female,Hispanic,None,No,2,text,no,Approaches
948388,Harris,C,Male,Afamerican,None,No,0,1511,no,Meets
948388,Harris,C,Male,Afamerican,None,No,1,153300%,no,Approaches
948388,Harris,C,Male,Afamerican,None,No,2,text,no,Meets
948422,Johnson,C,Female,Hispanic,None,No,2,text,no,Masters
948423,Carroll,T,Female,Hispanic,LEP,No,0,1405,no,Approaches
948423,Carroll,T,Female,Hispanic,LEP,No,1,text,no,Meets
948423,Carroll,T,Female,Hispanic,LEP,No,2,text,no,Approaches
948429,Johnson,C,Male,Hispanic,secondyear,No,0,1421,no,Approaches
948429,Johnson,C,Male,Hispanic,secondyear,No,1,text,no,Approaches
948429,Johnson,C,Male,Hispanic,secondyear,No,2,text,no,Meets
948436,Goodman,T,Male,Hispanic,None,No,2,text,no,Notapproach
948443,Johnson,C,Female,Hispanic,LEP,No,0,1421,no,Approaches
948443,Johnson,C,Female,Hispanic,LEP,No,1,text,no,Masters
948452,Black,T,Male,Hispanic,LEP,No,0,1625,no,Masters
948452,Black,T,Male,Hispanic,LEP,No,1,text,no,Masters
948452,Black,T,Male,Hispanic,LEP,No,2,text,no,Masters
948469,Johnson,C,Female,Hispanic,firstyear,No,2,text,no,Masters
948474,Johnson,C,Male,Afamerican,None,No,0,1375,no,Approaches
948474,Johnson,C,Male,Afamerican,None,No,1,text,no,Meets
948474,Johnson,C,Male,Afamerican,None,No,2,text,no,Meets
948808,Johnson,C,Male,Hispanic,None,No,0,1437,no,Approaches
948808,Johnson,C,Male,Hispanic,None,No,1,text,no,Meets
948866,Johnson,C,Female,Hispanic,None,No,0,1533,no,Meets
948866,Johnson,C,Female,Hispanic,None,No,1,text,no,Masters
948875,Black,T,Male,Hispanic,LEP,No,1,156500%,no,Approaches
948875,Black,T,Male,Hispanic,LEP,No,2,text,no,Masters
948880,Harris,C,Female,Afamerican,None,No,0,1511,no,Meets
948880,Harris,C,Female,Afamerican,None,No,1,text,no,Meets
948880,Harris,C,Female,Afamerican,None,No,2,text,no,Masters
948939,Harris,C,Male,Hispanic,LEP,No,0,1533,no,Meets
948939,Harris,C,Male,Hispanic,LEP,No,1,151800%,no,Approaches
948939,Harris,C,Male,Hispanic,LEP,No,2,text,no,Meets
948950,Harris,C,Female,Hispanic,LEP,No,0,1486,no,Meets
948986,Black,T,Female,Hispanic,None,No,0,1511,no,Meets
948986,Carroll,T,Female,Hispanic,None,No,0,1511,no,Meets
948986,Black,T,Female,Hispanic,None,No,1,text,no,Meets
948986,Black,T,Female,Hispanic,None,No,2,text,no,Meets
949016,Bussey,C,Male,Hispanic,None,No,1,text,no,Approaches
949087,Carroll,T,Male,Hispanic,firstyear,No,0,1421,no,Approaches
949140,Johnson,C,Male,Hispanic,secondyear,No,0,1675,no,Masters
949140,Johnson,C,Male,Hispanic,secondyear,No,1,169700%,no,Masters
949157,OrangeGrove,C,Female,Afamerican,None,Yes,0,1282,no,Notapproach
949157,OrangeGrove,C,Female,Afamerican,None,Yes,1,143100%,no,Notapproach
949157,OrangeGrove,C,Female,Afamerican,None,Yes,2,text,no,Approaches
949158,Carroll,T,Male,Hispanic,secondyear,No,0,1472,no,Approaches
949158,Carroll,T,Male,Hispanic,secondyear,No,1,text,no,Meets
949158,Carroll,T,Male,Hispanic,secondyear,No,2,text,no,Meets
949205,Bussey,C,Male,Hispanic,secondyear,No,0,1625,no,Masters
949205,Bussey,C,Male,Hispanic,secondyear,No,1,text,no,Masters
949205,Bussey,C,Male,Hispanic,secondyear,No,2,text,no,Masters
949228,Bussey,C,Female,Hispanic,LEP,No,0,1375,no,Approaches
949238,Johnson,C,Female,Hispanic,None,No,1,text,no,Meets
949302,Bussey,C,Female,Hispanic,LEP,No,0,1405,no,Approaches
949340,Johnson,C,Male,Hispanic,firstyear,No,0,1596,no,Masters
949412,OrangeGrove,C,Male,Afamerican,None,No,0,1755,no,Masters
949412,OrangeGrove,C,Male,Afamerican,None,No,1,text,no,Masters
949412,OrangeGrove,C,Male,Afamerican,None,No,2,text,no,Meets
949482,Goodman,T,Male,Hispanic,None,No,0,1421,no,Approaches
949482,Goodman,T,Male,Hispanic,None,No,1,148800%,no,Approaches
949522,Goodman,T,Male,Hispanic,None,No,0,1511,no,Meets
949573,Goodman,T,Female,Hispanic,LEP,No,0,1405,no,Approaches
949573,Goodman,T,Female,Hispanic,LEP,No,1,150300%,no,Approaches
949573,Goodman,T,Female,Hispanic,LEP,No,2,text,no,Approaches
949597,Bussey,C,Female,Hispanic,None,No,0,1533,no,Meets
949597,Bussey,C,Female,Hispanic,None,No,1,text,no,Meets
949621,Johnson,C,Male,Hispanic,LEP,No,2,text,no,Masters
949625,Goodman,T,Male,Hispanic,secondyear,No,0,1559,no,Meets
949625,Goodman,T,Male,Hispanic,secondyear,No,1,160100%,no,Meets
949625,Goodman,T,Male,Hispanic,secondyear,No,2,text,no,Masters
949642,Goodman,T,Male,twomore,None,No,0,1345,no,Notapproach
949642,Goodman,T,Male,twomore,None,No,1,text,no,Notapproach
949653,Goodman,T,Female,Hispanic,None,No,0,1375,no,Approaches
949653,Goodman,T,Female,Hispanic,None,No,1,text,no,Masters
949712,Carroll,T,Male,Hispanic,LEP,No,0,1486,no,Meets
949763,OrangeGrove,C,Female,Hispanic,None,No,0,1360,no,Approaches
949763,OrangeGrove,C,Female,Hispanic,None,No,1,147400%,no,Approaches
949873,Johnson,C,Male,Hispanic,None,No,0,1675,no,Masters
949873,Johnson,C,Male,Hispanic,None,No,1,text,no,Masters
949969,Carroll,T,Female,Hispanic,LEP,No,0,1247,no,Notapproach
949989,OrangeGrove,C,Male,Hispanic,secondyear,No,0,1675,no,Masters
949989,OrangeGrove,C,Male,Hispanic,secondyear,No,1,173300%,no,Masters
949989,OrangeGrove,C,Male,Hispanic,secondyear,No,2,text,no,Masters
949995,OrangeGrove,C,Male,Hispanic,None,No,0,1421,no,Approaches
949995,OrangeGrove,C,Male,Hispanic,None,No,1,156500%,no,Approaches
949995,OrangeGrove,C,Male,Hispanic,None,No,2,text,no,Meets
950028,Johnson,C,Female,Hispanic,LEP,No,1,text,no,Approaches
950028,Johnson,C,Female,Hispanic,LEP,No,2,text,no,Approaches
950161,Bussey,C,Male,Hispanic,LEP,No,0,1390,no,Approaches
950187,Johnson,C,Female,Hispanic,None,Yes,0,1208,no,Notapproach
950187,Johnson,C,Female,Hispanic,None,Yes,1,148800%,no,Approaches
950262,Harris,C,Male,Afamerican,None,No,0,1360,no,Approaches
950262,Harris,C,Male,Afamerican,None,No,1,154900%,no,Approaches
950262,Harris,C,Male,Afamerican,None,No,2,text,no,Approaches
950267,Bussey,C,Female,Hispanic,secondyear,No,0,1511,no,Meets
950267,Bussey,C,Female,Hispanic,secondyear,No,1,158900%,no,Meets
950267,Bussey,C,Female,Hispanic,secondyear,No,2,text,no,Masters
950283,Bussey,C,Male,Hispanic,LEP,No,0,1375,no,Approaches
950323,Goodman,T,Female,Hispanic,secondyear,No,0,1596,no,Masters
950323,Goodman,T,Female,Hispanic,secondyear,No,1,158900%,no,Meets
950323,Goodman,T,Female,Hispanic,secondyear,No,2,text,no,Masters
950338,Black,T,Female,Hispanic,LEP,Yes,0,1282,no,Notapproach
950357,Goodman,T,Female,Hispanic,LEP,No,2,text,no,Approaches
950358,Harris,C,Female,Afamerican,None,No,0,1405,no,Approaches
950358,Harris,C,Female,Afamerican,None,No,1,150300%,no,Approaches
950358,Harris,C,Female,Afamerican,None,No,2,text,no,Approaches
950396,Johnson,C,Female,Hispanic,None,No,0,1421,no,Approaches
950396,Johnson,C,Female,Hispanic,None,No,1,text,no,Meets
950641,Harris,C,Male,Hispanic,LEP,No,0,1511,no,Meets
950641,Harris,C,Male,Hispanic,LEP,No,1,text,no,Masters
950641,Harris,C,Male,Hispanic,LEP,No,2,text,no,Meets
950648,Harris,C,Female,Hispanic,LEP,Yes,0,1282,no,Notapproach
950676,Harris,C,Female,Afamerican,None,No,0,1265,no,Notapproach
950676,Harris,C,Female,Afamerican,None,No,1,text,no,Approaches
950676,Harris,C,Female,Afamerican,None,No,2,text,no,Approaches
950683,Harris,C,Female,Afamerican,None,No,0,1265,no,Notapproach
950683,Harris,C,Female,Afamerican,None,No,1,text,no,Approaches
950683,Harris,C,Female,Afamerican,None,No,2,text,no,Approaches
950749,Johnson,C,Female,Hispanic,None,No,0,1511,no,Meets
950749,Johnson,C,Female,Hispanic,None,No,1,162100%,no,Meets
950756,Goodman,T,Male,Hispanic,None,No,0,1282,no,Notapproach
950756,Goodman,T,Male,Hispanic,None,No,1,137100%,no,Notapproach
951022,Carroll,T,Male,Hispanic,LEP,No,0,1472,no,Approaches
951022,Carroll,T,Male,Hispanic,LEP,No,1,text,no,Approaches
951022,Carroll,T,Male,Hispanic,LEP,No,2,text,no,Meets
951106,Carmichael,T,Male,Hispanic,LEP,No,0,1345,no,Notapproach
951139,Black,T,Male,Hispanic,firstyear,No,0,1755,no,Masters
951139,Black,T,Male,Hispanic,firstyear,No,1,169700%,no,Masters
951139,Black,T,Male,Hispanic,firstyear,No,2,text,no,Meets
951144,Carmichael,T,Male,Hispanic,LEP,No,0,1314,no,Notapproach
951144,Carmichael,T,Male,Hispanic,LEP,No,1,text,no,Approaches
951144,Carmichael,T,Male,Hispanic,LEP,No,2,text,no,Notapproach
951323,OrangeGrove,C,Male,Hispanic,None,No,0,1596,no,Masters
951323,OrangeGrove,C,Male,Hispanic,None,No,1,156500%,no,Approaches
951323,OrangeGrove,C,Male,Hispanic,None,No,2,text,no,Meets
951348,Bussey,C,Female,Hispanic,secondyear,No,1,text,no,Masters
951348,Bussey,C,Female,Hispanic,secondyear,No,2,text,no,Masters
951544,Bussey,C,Male,Hispanic,LEP,No,0,1437,no,Approaches
951568,Black,T,Male,Hispanic,LEP,No,2,text,no,Meets
951573,Black,T,Female,Hispanic,firstyear,No,0,1511,no,Meets
951573,Black,T,Female,Hispanic,firstyear,No,1,169700%,no,Masters
951573,Black,T,Female,Hispanic,firstyear,No,2,text,no,Meets
951595,Carmichael,T,Male,White,None,No,0,1755,no,Masters
951595,Carmichael,T,Male,White,None,No,1,173300%,no,Masters
951595,Carmichael,T,Male,White,None,No,2,text,no,Masters
951601,Carmichael,T,Female,Hispanic,LEP,No,0,1247,no,Notapproach
951601,Carmichael,T,Female,Hispanic,LEP,No,1,text,no,Notapproach
951601,Carmichael,T,Female,Hispanic,LEP,No,2,text,no,Notapproach
951604,OrangeGrove,C,Male,Hispanic,None,No,0,1596,no,Masters
951604,OrangeGrove,C,Male,Hispanic,None,No,1,text,no,Masters
951604,OrangeGrove,C,Male,Hispanic,None,No,2,text,no,Meets
951630,Johnson,C,Male,Hispanic,secondyear,No,0,1511,no,Meets
951630,Johnson,C,Male,Hispanic,secondyear,No,1,154900%,no,Approaches
951630,Johnson,C,Male,Hispanic,secondyear,No,2,text,no,Meets
951637,Carmichael,T,Male,Hispanic,secondyear,No,0,1298,no,Notapproach
951637,Carmichael,T,Male,Hispanic,secondyear,No,1,146700%,no,Approaches
951637,Carmichael,T,Male,Hispanic,secondyear,No,2,text,no,Approaches
951639,Carmichael,T,Male,Hispanic,LEP,No,0,1390,no,Approaches
951639,Carmichael,T,Male,Hispanic,LEP,No,1,text,no,Approaches
951639,Carmichael,T,Male,Hispanic,LEP,No,2,text,no,Meets
951655,Black,T,Female,Hispanic,None,No,0,1437,no,Approaches
951655,Black,T,Female,Hispanic,None,No,1,153300%,no,Approaches
951671,Carmichael,T,Male,Afamerican,None,No,0,1265,no,Notapproach
951671,Carmichael,T,Male,Afamerican,None,No,1,147400%,no,Approaches
951674,Black,T,Female,PI,None,No,0,1559,no,Meets
951674,Black,T,Female,PI,None,No,1,160100%,no,Meets
951674,Black,T,Female,PI,None,No,2,text,no,Masters
951681,Carmichael,T,Female,Hispanic,None,No,0,1625,no,Masters
951681,Carmichael,T,Female,Hispanic,None,No,1,169700%,no,Masters
951681,Carmichael,T,Female,Hispanic,None,No,2,text,no,Masters
951682,Carmichael,T,Female,Asian,firstyear,No,0,1755,no,Masters
951682,Carmichael,T,Female,Asian,firstyear,No,1,178200%,no,Masters
951682,Carmichael,T,Female,Asian,firstyear,No,2,text,no,Masters
951689,Carmichael,T,Male,Hispanic,None,No,0,1675,no,Masters
951689,Carmichael,T,Male,Hispanic,None,No,1,text,no,Masters
951689,Carmichael,T,Male,Hispanic,None,No,2,text,no,Masters
951701,Carmichael,T,Male,Hispanic,secondyear,No,0,1755,no,Masters
951701,Carmichael,T,Male,Hispanic,secondyear,No,1,text,no,Meets
951701,Carmichael,T,Male,Hispanic,secondyear,No,2,text,no,Masters
951707,Carmichael,T,Female,Asian,LEP,No,0,1755,no,Masters
951707,Carmichael,T,Female,Asian,LEP,No,1,199500%,no,Masters
951708,Carmichael,T,Male,Hispanic,None,No,0,1675,no,Masters
951708,Carmichael,T,Male,Hispanic,None,No,1,text,no,Masters
951708,Carmichael,T,Male,Hispanic,None,No,2,text,no,Masters
951739,Carmichael,T,Female,Hispanic,None,No,0,1345,no,Notapproach
951739,Carmichael,T,Female,Hispanic,None,No,1,text,no,Approaches
951739,Carmichael,T,Female,Hispanic,None,No,2,text,no,Approaches
951798,Carmichael,T,Male,Hispanic,None,No,0,1559,no,Meets
951798,Carmichael,T,Male,Hispanic,None,No,1,text,no,Meets
951798,Carmichael,T,Male,Hispanic,None,No,2,text,no,Masters
951805,Carmichael,T,Female,Hispanic,None,No,0,1390,no,Approaches
951805,Carmichael,T,Female,Hispanic,None,No,1,text,no,Notapproach
951815,Carmichael,T,Female,Afamerican,None,Yes,0,1228,no,Notapproach
951815,Carmichael,T,Female,Afamerican,None,Yes,1,133700%,no,Notapproach
951815,Carmichael,T,Female,Afamerican,None,Yes,2,text,no,Notapproach
951820,Carmichael,T,Female,Hispanic,secondyear,No,0,1421,no,Approaches
951820,Carmichael,T,Female,Hispanic,secondyear,No,1,text,no,Approaches
951820,Carmichael,T,Female,Hispanic,secondyear,No,2,text,no,Masters
951821,Carmichael,T,Female,Afamerican,None,No,0,1625,no,Masters
951821,Carmichael,T,Female,Afamerican,None,No,1,text,no,Meets
951821,Carmichael,T,Female,Afamerican,None,No,2,text,no,Masters
951824,Carmichael,T,Female,Hispanic,LEP,No,0,1472,no,Approaches
951824,Carmichael,T,Female,Hispanic,LEP,No,1,150300%,no,Approaches
951824,Carmichael,T,Female,Hispanic,LEP,No,2,text,no,Approaches
951826,Carmichael,T,Female,Hispanic,LEP,No,0,1375,no,Approaches
951826,Carmichael,T,Female,Hispanic,LEP,No,1,147400%,no,Approaches
951826,Carmichael,T,Female,Hispanic,LEP,No,2,text,no,Approaches
951847,Carmichael,T,Female,Hispanic,LEP,No,0,1282,no,Notapproach
951847,Carmichael,T,Female,Hispanic,LEP,No,1,text,no,Notapproach
951847,Carmichael,T,Female,Hispanic,LEP,No,2,text,no,Approaches
951954,Carroll,T,Female,Hispanic,firstyear,No,0,1375,no,Approaches
951969,Carmichael,T,Female,Hispanic,None,No,0,1596,no,Masters
951969,Carmichael,T,Female,Hispanic,None,No,1,text,no,Meets
951969,Carmichael,T,Female,Hispanic,None,No,2,text,no,Masters
952003,Black,T,Female,Hispanic,secondyear,No,0,1675,no,Masters
952003,Black,T,Female,Hispanic,secondyear,No,1,167000%,no,Masters
952003,Black,T,Female,Hispanic,secondyear,No,2,text,no,Masters
952073,Johnson,C,Male,Hispanic,None,No,0,1675,no,Masters
952073,Johnson,C,Male,Hispanic,None,No,1,text,no,Meets
952073,Johnson,C,Male,Hispanic,None,No,2,text,no,Meets
952142,OrangeGrove,C,Male,Hispanic,None,No,1,text,no,Meets
952142,OrangeGrove,C,Male,Hispanic,None,No,2,text,no,Approaches
952257,Harris,C,Male,Afamerican,None,No,0,1247,no,Notapproach
952257,Harris,C,Male,Afamerican,None,No,1,140200%,no,Notapproach
952257,Harris,C,Male,Afamerican,None,No,2,text,no,Notapproach
952262,Johnson,C,Male,Hispanic,None,No,0,1625,no,Masters
952262,Johnson,C,Male,Hispanic,None,No,1,164300%,no,Meets
952508,Harris,C,Male,Afamerican,None,No,2,text,no,Notapproach
952535,Johnson,C,Female,Hispanic,None,No,0,1625,no,Masters
952535,Johnson,C,Female,Hispanic,None,No,1,186200%,no,Masters
952568,Goodman,T,Male,Hispanic,None,No,0,1511,no,Meets
